Race,Driver,Team,GridPosition,Position,Lap,TyreBefore,TyreAfter,PitDuration
Bahrain Grand Prix,VER,Red Bull Racing,1,1,17,SOFT,HARD,25.088
Bahrain Grand Prix,VER,Red Bull Racing,1,1,37,HARD,SOFT,24.218
Bahrain Grand Prix,PER,Red Bull Racing,5,2,12,SOFT,HARD,24.493
Bahrain Grand Prix,PER,Red Bull Racing,5,2,36,HARD,SOFT,24.423
Bahrain Grand Prix,SAI,Ferrari,4,3,14,SOFT,HARD,24.58
Bahrain Grand Prix,SAI,Ferrari,4,3,35,HARD,HARD,23.886
Bahrain Grand Prix,LEC,Ferrari,2,4,11,SOFT,HARD,24.048
Bahrain Grand Prix,LEC,Ferrari,2,4,34,HARD,HARD,24.081
Bahrain Grand Prix,RUS,Mercedes,3,5,11,SOFT,HARD,24.766
Bahrain Grand Prix,RUS,Mercedes,3,5,31,HARD,HARD,24.95
Bahrain Grand Prix,NOR,McLaren,7,6,13,SOFT,HARD,24.11
Bahrain Grand Prix,NOR,McLaren,7,6,33,HARD,HARD,24.8
Bahrain Grand Prix,HAM,Mercedes,9,7,12,SOFT,HARD,25.064
Bahrain Grand Prix,HAM,Mercedes,9,7,33,HARD,HARD,24.119
Bahrain Grand Prix,PIA,McLaren,8,8,12,SOFT,HARD,25.416
Bahrain Grand Prix,PIA,McLaren,8,8,34,HARD,HARD,24.794
Bahrain Grand Prix,ALO,Aston Martin,6,9,15,SOFT,HARD,24.862
Bahrain Grand Prix,ALO,Aston Martin,6,9,41,HARD,HARD,25.061
Bahrain Grand Prix,STR,Aston Martin,12,10,9,SOFT,HARD,24.354
Bahrain Grand Prix,STR,Aston Martin,12,10,27,HARD,HARD,24.42
Bahrain Grand Prix,ZHO,Kick Sauber,17,11,9,SOFT,HARD,25.141
Bahrain Grand Prix,ZHO,Kick Sauber,17,11,28,HARD,HARD,24.983
Bahrain Grand Prix,MAG,Haas F1 Team,15,12,11,SOFT,HARD,25.897
Bahrain Grand Prix,MAG,Haas F1 Team,15,12,32,HARD,HARD,24.557
Bahrain Grand Prix,RIC,RB,14,13,13,SOFT,HARD,24.591
Bahrain Grand Prix,RIC,RB,14,13,35,HARD,SOFT,24.769
Bahrain Grand Prix,TSU,RB,11,14,14,SOFT,HARD,24.673
Bahrain Grand Prix,TSU,RB,11,14,34,HARD,HARD,24.598
Bahrain Grand Prix,ALB,Williams,13,15,15,SOFT,HARD,24.779
Bahrain Grand Prix,ALB,Williams,13,15,36,HARD,HARD,24.682
Bahrain Grand Prix,HUL,Haas F1 Team,10,16,1,SOFT,HARD,36.563
Bahrain Grand Prix,HUL,Haas F1 Team,10,16,20,HARD,HARD,24.613
Bahrain Grand Prix,HUL,Haas F1 Team,10,16,41,HARD,SOFT,24.333
Bahrain Grand Prix,OCO,Alpine,19,17,10,SOFT,HARD,24.691
Bahrain Grand Prix,OCO,Alpine,19,17,30,HARD,HARD,25.13
Bahrain Grand Prix,GAS,Alpine,20,18,12,SOFT,HARD,29.802
Bahrain Grand Prix,GAS,Alpine,20,18,31,HARD,HARD,26.536
Bahrain Grand Prix,GAS,Alpine,20,18,43,HARD,SOFT,25.107
Bahrain Grand Prix,BOT,Kick Sauber,16,19,12,SOFT,HARD,26.566
Bahrain Grand Prix,BOT,Kick Sauber,16,19,30,HARD,HARD,74.951
Bahrain Grand Prix,SAR,Williams,18,20,10,SOFT,HARD,35.725
Bahrain Grand Prix,SAR,Williams,18,20,28,HARD,HARD,25.143
Bahrain Grand Prix,SAR,Williams,18,20,40,HARD,SOFT,25.429
Saudi Arabian Grand Prix,VER,Red Bull Racing,1,1,7,MEDIUM,HARD,20.668
Saudi Arabian Grand Prix,PER,Red Bull Racing,3,2,7,MEDIUM,HARD,22.243
Saudi Arabian Grand Prix,LEC,Ferrari,2,3,7,MEDIUM,HARD,23.374
Saudi Arabian Grand Prix,PIA,McLaren,5,4,7,MEDIUM,HARD,21.379
Saudi Arabian Grand Prix,ALO,Aston Martin,4,5,7,MEDIUM,HARD,22.24
Saudi Arabian Grand Prix,RUS,Mercedes,7,6,7,MEDIUM,HARD,21.004
Saudi Arabian Grand Prix,BEA,Ferrari,11,7,7,SOFT,HARD,22.453
Saudi Arabian Grand Prix,NOR,McLaren,6,8,37,MEDIUM,SOFT,22.266
Saudi Arabian Grand Prix,HAM,Mercedes,8,9,36,MEDIUM,SOFT,20.236
Saudi Arabian Grand Prix,HUL,Haas F1 Team,15,10,33,MEDIUM,HARD,21.107
Saudi Arabian Grand Prix,ALB,Williams,12,11,7,MEDIUM,HARD,21.633
Saudi Arabian Grand Prix,MAG,Haas F1 Team,13,12,7,MEDIUM,HARD,21.46
Saudi Arabian Grand Prix,OCO,Alpine,17,13,7,MEDIUM,HARD,22.525
Saudi Arabian Grand Prix,SAR,Williams,19,14,7,MEDIUM,HARD,23.717
Saudi Arabian Grand Prix,TSU,RB,9,15,7,MEDIUM,HARD,21.74
Saudi Arabian Grand Prix,RIC,RB,14,16,7,MEDIUM,HARD,63.418
Saudi Arabian Grand Prix,BOT,Kick Sauber,16,17,7,SOFT,HARD,22.682
Saudi Arabian Grand Prix,BOT,Kick Sauber,16,17,35,HARD,SOFT,23.262
Saudi Arabian Grand Prix,ZHO,Kick Sauber,20,18,41,MEDIUM,SOFT,46.349
Australian Grand Prix,SAI,Ferrari,2,1,16,MEDIUM,HARD,17.519
Australian Grand Prix,SAI,Ferrari,2,1,41,HARD,HARD,17.705
Australian Grand Prix,LEC,Ferrari,4,2,9,MEDIUM,HARD,17.174
Australian Grand Prix,LEC,Ferrari,4,2,34,HARD,HARD,17.213
Australian Grand Prix,NOR,McLaren,3,3,14,MEDIUM,HARD,17.822
Australian Grand Prix,NOR,McLaren,3,3,40,HARD,HARD,17.621
Australian Grand Prix,PIA,McLaren,5,4,9,MEDIUM,HARD,17.274
Australian Grand Prix,PIA,McLaren,5,4,39,HARD,HARD,18.426
Australian Grand Prix,PER,Red Bull Racing,6,5,14,MEDIUM,HARD,17.96
Australian Grand Prix,PER,Red Bull Racing,6,5,35,HARD,HARD,17.19
Australian Grand Prix,STR,Aston Martin,9,6,8,MEDIUM,HARD,17.75
Australian Grand Prix,STR,Aston Martin,9,6,37,HARD,HARD,17.83
Australian Grand Prix,TSU,RB,8,7,9,MEDIUM,HARD,18.525
Australian Grand Prix,TSU,RB,8,7,36,HARD,HARD,17.478
Australian Grand Prix,ALO,Aston Martin,10,8,17,HARD,MEDIUM,18.141
Australian Grand Prix,ALO,Aston Martin,10,8,41,MEDIUM,HARD,17.816
Australian Grand Prix,HUL,Haas F1 Team,16,9,17,HARD,MEDIUM,18.218
Australian Grand Prix,HUL,Haas F1 Team,16,9,35,MEDIUM,HARD,18.102
Australian Grand Prix,MAG,Haas F1 Team,14,10,7,MEDIUM,HARD,18.213
Australian Grand Prix,MAG,Haas F1 Team,14,10,33,HARD,HARD,18.078
Australian Grand Prix,ALB,Williams,12,11,6,MEDIUM,HARD,17.573
Australian Grand Prix,ALB,Williams,12,11,27,HARD,HARD,17.614
Australian Grand Prix,RIC,RB,18,12,5,SOFT,HARD,18.142
Australian Grand Prix,RIC,RB,18,12,29,HARD,HARD,17.6
Australian Grand Prix,GAS,Alpine,17,13,17,MEDIUM,HARD,20.245
Australian Grand Prix,GAS,Alpine,17,13,41,HARD,HARD,17.575
Australian Grand Prix,BOT,Kick Sauber,13,14,8,MEDIUM,HARD,46.918
Australian Grand Prix,BOT,Kick Sauber,13,14,36,HARD,HARD,18.87
Australian Grand Prix,ZHO,Kick Sauber,19,15,6,SOFT,HARD,18.945
Australian Grand Prix,ZHO,Kick Sauber,19,15,35,HARD,HARD,36.696
Australian Grand Prix,OCO,Alpine,15,16,9,MEDIUM,HARD,18.313
Australian Grand Prix,OCO,Alpine,15,16,16,HARD,HARD,30.508
Australian Grand Prix,OCO,Alpine,15,16,42,HARD,HARD,17.794
Australian Grand Prix,RUS,Mercedes,7,17,8,MEDIUM,HARD,17.943
Australian Grand Prix,RUS,Mercedes,7,17,45,HARD,HARD,17.795
Japanese Grand Prix,VER,Red Bull Racing,1,1,16,MEDIUM,MEDIUM,23.125
Japanese Grand Prix,VER,Red Bull Racing,1,1,34,MEDIUM,HARD,23.152
Japanese Grand Prix,PER,Red Bull Racing,2,2,15,MEDIUM,MEDIUM,22.928
Japanese Grand Prix,PER,Red Bull Racing,2,2,33,MEDIUM,HARD,22.904
Japanese Grand Prix,SAI,Ferrari,4,3,15,MEDIUM,MEDIUM,23.113
Japanese Grand Prix,SAI,Ferrari,4,3,36,MEDIUM,HARD,23.407
Japanese Grand Prix,LEC,Ferrari,8,4,26,MEDIUM,HARD,23.266
Japanese Grand Prix,NOR,McLaren,3,5,11,MEDIUM,HARD,22.922
Japanese Grand Prix,NOR,McLaren,3,5,26,HARD,HARD,23.338
Japanese Grand Prix,ALO,Aston Martin,5,6,13,SOFT,MEDIUM,23.001
Japanese Grand Prix,ALO,Aston Martin,5,6,33,MEDIUM,HARD,23.096
Japanese Grand Prix,RUS,Mercedes,9,7,22,HARD,HARD,23.396
Japanese Grand Prix,RUS,Mercedes,9,7,37,HARD,MEDIUM,22.968
Japanese Grand Prix,PIA,McLaren,6,8,12,MEDIUM,HARD,23.445
Japanese Grand Prix,PIA,McLaren,6,8,32,HARD,HARD,22.646
Japanese Grand Prix,HAM,Mercedes,7,9,23,HARD,HARD,23.345
Japanese Grand Prix,HAM,Mercedes,7,9,39,HARD,MEDIUM,23.814
Japanese Grand Prix,TSU,RB,10,10,7,SOFT,HARD,23.134
Japanese Grand Prix,TSU,RB,10,10,22,HARD,HARD,23.418
Japanese Grand Prix,HUL,Haas F1 Team,12,11,5,SOFT,HARD,23.683
Japanese Grand Prix,HUL,Haas F1 Team,12,11,33,HARD,HARD,24.127
Japanese Grand Prix,STR,Aston Martin,16,12,12,SOFT,MEDIUM,23.302
Japanese Grand Prix,STR,Aston Martin,16,12,22,MEDIUM,HARD,23.258
Japanese Grand Prix,STR,Aston Martin,16,12,34,HARD,SOFT,22.848
Japanese Grand Prix,MAG,Haas F1 Team,18,13,22,MEDIUM,HARD,26.196
Japanese Grand Prix,BOT,Kick Sauber,13,14,6,SOFT,HARD,24.683
Japanese Grand Prix,BOT,Kick Sauber,13,14,22,HARD,HARD,25.861
Japanese Grand Prix,OCO,Alpine,15,15,19,HARD,HARD,23.205
Japanese Grand Prix,OCO,Alpine,15,15,33,HARD,MEDIUM,24.065
Japanese Grand Prix,GAS,Alpine,17,16,16,HARD,MEDIUM,23.816
Japanese Grand Prix,GAS,Alpine,17,16,32,MEDIUM,HARD,23.025
Japanese Grand Prix,SAR,Williams,19,17,22,HARD,HARD,25.394
Japanese Grand Prix,SAR,Williams,19,17,34,HARD,MEDIUM,24.063
Japanese Grand Prix,SAR,Williams,19,17,41,MEDIUM,SOFT,23.179
Chinese Grand Prix,VER,Red Bull Racing,1,1,13,MEDIUM,HARD,22.572
Chinese Grand Prix,VER,Red Bull Racing,1,1,23,HARD,HARD,22.223
Chinese Grand Prix,NOR,McLaren,4,2,22,MEDIUM,HARD,22.226
Chinese Grand Prix,PER,Red Bull Racing,2,3,13,MEDIUM,HARD,21.957
Chinese Grand Prix,PER,Red Bull Racing,2,3,23,HARD,HARD,22.379
Chinese Grand Prix,LEC,Ferrari,6,4,21,MEDIUM,HARD,22.21
Chinese Grand Prix,SAI,Ferrari,7,5,17,MEDIUM,HARD,22.55
Chinese Grand Prix,RUS,Mercedes,8,6,11,MEDIUM,MEDIUM,22.462
Chinese Grand Prix,RUS,Mercedes,8,6,23,MEDIUM,HARD,22.65
Chinese Grand Prix,ALO,Aston Martin,3,7,11,MEDIUM,HARD,22.927
Chinese Grand Prix,ALO,Aston Martin,3,7,23,HARD,SOFT,22.623
Chinese Grand Prix,ALO,Aston Martin,3,7,43,SOFT,MEDIUM,23.157
Chinese Grand Prix,PIA,McLaren,5,8,16,MEDIUM,MEDIUM,22.614
Chinese Grand Prix,PIA,McLaren,5,8,24,MEDIUM,HARD,22.177
Chinese Grand Prix,HAM,Mercedes,18,9,9,SOFT,MEDIUM,22.348
Chinese Grand Prix,HAM,Mercedes,18,9,21,MEDIUM,HARD,22.549
Chinese Grand Prix,HUL,Haas F1 Team,9,10,8,MEDIUM,HARD,22.995
Chinese Grand Prix,HUL,Haas F1 Team,9,10,23,HARD,HARD,23.379
Chinese Grand Prix,OCO,Alpine,13,11,9,MEDIUM,HARD,22.984
Chinese Grand Prix,OCO,Alpine,13,11,23,HARD,HARD,23.169
Chinese Grand Prix,ALB,Williams,14,12,9,MEDIUM,MEDIUM,23.177
Chinese Grand Prix,ALB,Williams,14,12,23,MEDIUM,HARD,23.516
Chinese Grand Prix,GAS,Alpine,15,13,11,MEDIUM,HARD,39.612
Chinese Grand Prix,GAS,Alpine,15,13,23,HARD,HARD,24.031
Chinese Grand Prix,GAS,Alpine,15,13,38,HARD,MEDIUM,22.729
Chinese Grand Prix,ZHO,Kick Sauber,16,14,8,MEDIUM,HARD,23.244
Chinese Grand Prix,ZHO,Kick Sauber,16,14,23,HARD,HARD,25.578
Chinese Grand Prix,ZHO,Kick Sauber,16,14,40,HARD,SOFT,23.285
Chinese Grand Prix,STR,Aston Martin,11,15,9,SOFT,MEDIUM,23.783
Chinese Grand Prix,STR,Aston Martin,11,15,21,MEDIUM,HARD,22.922
Chinese Grand Prix,STR,Aston Martin,11,15,26,HARD,MEDIUM,93.203
Chinese Grand Prix,STR,Aston Martin,11,15,35,MEDIUM,HARD,34.703
Chinese Grand Prix,MAG,Haas F1 Team,17,16,17,HARD,HARD,22.913
Chinese Grand Prix,MAG,Haas F1 Team,17,16,27,HARD,MEDIUM,25.849
Chinese Grand Prix,SAR,Williams,20,17,12,SOFT,MEDIUM,23.225
Chinese Grand Prix,SAR,Williams,20,17,24,MEDIUM,HARD,22.661
Miami Grand Prix,NOR,McLaren,5,1,29,MEDIUM,HARD,22.052
Miami Grand Prix,VER,Red Bull Racing,1,2,23,MEDIUM,HARD,22.249
Miami Grand Prix,LEC,Ferrari,2,3,19,MEDIUM,HARD,21.795
Miami Grand Prix,PER,Red Bull Racing,4,4,17,MEDIUM,HARD,21.742
Miami Grand Prix,PER,Red Bull Racing,4,4,28,HARD,MEDIUM,22.518
Miami Grand Prix,SAI,Ferrari,3,5,27,MEDIUM,HARD,23.091
Miami Grand Prix,HAM,Mercedes,8,6,26,HARD,MEDIUM,22.135
Miami Grand Prix,TSU,RB,10,7,28,MEDIUM,HARD,22.233
Miami Grand Prix,RUS,Mercedes,7,8,24,MEDIUM,HARD,22.848
Miami Grand Prix,ALO,Aston Martin,15,9,22,HARD,MEDIUM,22.358
Miami Grand Prix,OCO,Alpine,13,10,22,MEDIUM,HARD,22.743
Miami Grand Prix,HUL,Haas F1 Team,9,11,12,MEDIUM,HARD,23.08
Miami Grand Prix,HUL,Haas F1 Team,9,11,28,HARD,MEDIUM,22.521
Miami Grand Prix,GAS,Alpine,12,12,12,MEDIUM,HARD,22.522
Miami Grand Prix,PIA,McLaren,6,13,27,MEDIUM,HARD,22.158
Miami Grand Prix,PIA,McLaren,6,13,40,HARD,MEDIUM,30.25
Miami Grand Prix,ZHO,Kick Sauber,19,14,28,MEDIUM,SOFT,23.025
Miami Grand Prix,RIC,RB,20,15,28,HARD,MEDIUM,22.635
Miami Grand Prix,BOT,Kick Sauber,16,16,11,SOFT,HARD,23.696
Miami Grand Prix,BOT,Kick Sauber,16,16,29,HARD,MEDIUM,22.785
Miami Grand Prix,STR,Aston Martin,11,17,11,MEDIUM,HARD,23.015
Miami Grand Prix,STR,Aston Martin,11,17,28,HARD,MEDIUM,22.661
Miami Grand Prix,ALB,Williams,14,18,10,MEDIUM,HARD,22.68
Miami Grand Prix,ALB,Williams,14,18,53,HARD,SOFT,22.446
Miami Grand Prix,MAG,Haas F1 Team,18,19,22,HARD,MEDIUM,23.29
Miami Grand Prix,MAG,Haas F1 Team,18,19,28,MEDIUM,MEDIUM,29.655
Miami Grand Prix,MAG,Haas F1 Team,18,19,31,MEDIUM,MEDIUM,30.673
Emilia Romagna Grand Prix,VER,Red Bull Racing,1,1,24,MEDIUM,HARD,30.289
Emilia Romagna Grand Prix,NOR,McLaren,2,2,22,MEDIUM,HARD,29.843
Emilia Romagna Grand Prix,LEC,Ferrari,3,3,25,MEDIUM,HARD,30.232
Emilia Romagna Grand Prix,PIA,McLaren,5,4,23,MEDIUM,HARD,29.721
Emilia Romagna Grand Prix,SAI,Ferrari,4,5,27,MEDIUM,HARD,30.464
Emilia Romagna Grand Prix,HAM,Mercedes,8,6,27,MEDIUM,HARD,29.603
Emilia Romagna Grand Prix,RUS,Mercedes,6,7,21,MEDIUM,HARD,29.767
Emilia Romagna Grand Prix,RUS,Mercedes,6,7,52,HARD,MEDIUM,29.707
Emilia Romagna Grand Prix,PER,Red Bull Racing,11,8,37,HARD,MEDIUM,29.571
Emilia Romagna Grand Prix,STR,Aston Martin,13,9,37,MEDIUM,HARD,30.128
Emilia Romagna Grand Prix,TSU,RB,7,10,12,MEDIUM,HARD,29.763
Emilia Romagna Grand Prix,HUL,Haas F1 Team,10,11,13,MEDIUM,HARD,29.807
Emilia Romagna Grand Prix,MAG,Haas F1 Team,18,12,37,MEDIUM,HARD,31.311
Emilia Romagna Grand Prix,RIC,RB,9,13,11,MEDIUM,HARD,30.128
Emilia Romagna Grand Prix,OCO,Alpine,12,14,25,MEDIUM,HARD,30.67
Emilia Romagna Grand Prix,ZHO,Kick Sauber,17,15,33,HARD,MEDIUM,30.2
Emilia Romagna Grand Prix,GAS,Alpine,15,16,8,SOFT,HARD,30.119
Emilia Romagna Grand Prix,GAS,Alpine,15,16,30,HARD,MEDIUM,30.576
Emilia Romagna Grand Prix,SAR,Williams,19,17,31,HARD,MEDIUM,31.082
Emilia Romagna Grand Prix,BOT,Kick Sauber,16,18,8,MEDIUM,HARD,30.274
Emilia Romagna Grand Prix,ALO,Aston Martin,20,19,7,SOFT,HARD,31.355
Emilia Romagna Grand Prix,ALO,Aston Martin,20,19,40,HARD,MEDIUM,30.475
Emilia Romagna Grand Prix,ALO,Aston Martin,20,19,59,MEDIUM,SOFT,29.94
Monaco Grand Prix,VER,Red Bull Racing,6,6,52,MEDIUM,HARD,23.666
Monaco Grand Prix,HAM,Mercedes,7,7,51,MEDIUM,HARD,24.091
Monaco Grand Prix,BOT,Kick Sauber,17,13,15,MEDIUM,HARD,24.267
Monaco Grand Prix,STR,Aston Martin,13,14,42,MEDIUM,HARD,24.077
Monaco Grand Prix,STR,Aston Martin,13,14,48,HARD,SOFT,28.125
Monaco Grand Prix,SAR,Williams,15,15,57,HARD,MEDIUM,24.381
Monaco Grand Prix,ZHO,Kick Sauber,18,16,70,HARD,SOFT,24.448
Canadian Grand Prix,VER,Red Bull Racing,2,1,25,INTERMEDIATE,INTERMEDIATE,24.247
Canadian Grand Prix,VER,Red Bull Racing,2,1,45,INTERMEDIATE,MEDIUM,24.168
Canadian Grand Prix,NOR,McLaren,3,2,26,INTERMEDIATE,INTERMEDIATE,23.456
Canadian Grand Prix,NOR,McLaren,3,2,47,INTERMEDIATE,MEDIUM,23.975
Canadian Grand Prix,RUS,Mercedes,1,3,25,INTERMEDIATE,INTERMEDIATE,24.136
Canadian Grand Prix,RUS,Mercedes,1,3,45,INTERMEDIATE,HARD,25.459
Canadian Grand Prix,RUS,Mercedes,1,3,54,HARD,MEDIUM,28.225
Canadian Grand Prix,HAM,Mercedes,7,4,25,INTERMEDIATE,INTERMEDIATE,23.772
Canadian Grand Prix,HAM,Mercedes,7,4,43,INTERMEDIATE,MEDIUM,24.103
Canadian Grand Prix,HAM,Mercedes,7,4,54,MEDIUM,HARD,28.852
Canadian Grand Prix,PIA,McLaren,4,5,25,INTERMEDIATE,INTERMEDIATE,23.882
Canadian Grand Prix,PIA,McLaren,4,5,44,INTERMEDIATE,MEDIUM,23.449
Canadian Grand Prix,ALO,Aston Martin,6,6,25,INTERMEDIATE,INTERMEDIATE,25.907
Canadian Grand Prix,ALO,Aston Martin,6,6,44,INTERMEDIATE,HARD,22.324
Canadian Grand Prix,STR,Aston Martin,9,7,25,INTERMEDIATE,INTERMEDIATE,24.281
Canadian Grand Prix,STR,Aston Martin,9,7,44,INTERMEDIATE,HARD,25.08
Canadian Grand Prix,RIC,RB,5,8,26,INTERMEDIATE,INTERMEDIATE,30.355
Canadian Grand Prix,RIC,RB,5,8,43,INTERMEDIATE,MEDIUM,23.774
